,Bios,Movies,TV,Religion,Music,Sports,Books,Politics,Bigrams
4626,"['unapologetic', 'coffee', 'aficionado', 'infuriatingly', 'humble', 'internet', 'practitioner', 'friend', 'animal', 'everywhere']",6,4,2,8,1,0,5,"[('aficionado', 'infuriatingly'), ('animal', 'everywhere'), ('coffee', 'aficionado'), ('friend', 'animal'), ('humble', 'internet'), ('infuriatingly', 'humble'), ('internet', 'practitioner'), ('practitioner', 'friend'), ('unapologetic', 'coffee')]"
4627,"['lifelong', 'troublemaker', 'freelance', 'communicator', 'introvert', 'certified', 'twitter', 'junkie', 'amateur', 'writer']",3,9,5,9,6,8,3,"[('amateur', 'writer'), ('certified', 'twitter'), ('communicator', 'introvert'), ('freelance', 'communicator'), ('introvert', 'certified'), ('junkie', 'amateur'), ('lifelong', 'troublemaker'), ('troublemaker', 'freelance'), ('twitter', 'junkie')]"
4628,"['zombie', 'aficionado', 'incurable', 'coffee', 'ninja', 'extreme', 'music', 'fanatic', 'subtly', 'charming', 'entrepreneur']",3,5,6,9,8,6,2,"[('aficionado', 'incurable'), ('charming', 'entrepreneur'), ('coffee', 'ninja'), ('extreme', 'music'), ('fanatic', 'subtly'), ('incurable', 'coffee'), ('music', 'fanatic'), ('ninja', 'extreme'), ('subtly', 'charming'), ('zombie', 'aficionado')]"
4629,"['tv', 'evangelist', 'entrepreneur', 'professional', 'zombieaholic', 'travel', 'fanatic', 'creator']",2,8,0,7,3,8,4,"[('entrepreneur', 'professional'), ('evangelist', 'entrepreneur'), ('fanatic', 'creator'), ('professional', 'zombieaholic'), ('travel', 'fanatic'), ('tv', 'evangelist'), ('zombieaholic', 'travel')]"
4630,"['proud', 'twitter', 'expert', 'beer', 'maven', 'explorer', 'alcohol', 'fanatic', 'avid', 'pop', 'culture', 'guru']",6,2,2,6,7,1,0,"[('alcohol', 'fanatic'), ('avid', 'pop'), ('beer', 'maven'), ('culture', 'guru'), ('expert', 'beer'), ('explorer', 'alcohol'), ('fanatic', 'avid'), ('maven', 'explorer'), ('pop', 'culture'), ('proud', 'twitter'), ('twitter', 'expert')]"
4631,"['unapologetic', 'pop', 'culture', 'guru', 'prone', 'fit', 'apathy', 'thinker', 'wannabe', 'tv', 'specialist']",2,1,1,5,5,3,0,"[('apathy', 'thinker'), ('culture', 'guru'), ('fit', 'apathy'), ('guru', 'prone'), ('pop', 'culture'), ('prone', 'fit'), ('thinker', 'wannabe'), ('tv', 'specialist'), ('unapologetic', 'pop'), ('wannabe', 'tv')]"
4632,"['typical', 'reader', 'coffee', 'scholar', 'music', 'enthusiast', 'extreme', 'beer', 'expert', 'twitter', 'junkie']",3,2,9,1,9,7,9,"[('beer', 'expert'), ('coffee', 'scholar'), ('enthusiast', 'extreme'), ('expert', 'twitter'), ('extreme', 'beer'), ('music', 'enthusiast'), ('reader', 'coffee'), ('scholar', 'music'), ('twitter', 'junkie'), ('typical', 'reader')]"
4633,"['organizer', 'bacon', 'aficionado', 'general', 'coffee', 'geek', 'freelance', 'beer', 'expert', 'avid', 'pop', 'culture', 'evangelist', 'certified', 'zombie', 'maven']",7,1,7,7,8,3,7,"[('aficionado', 'general'), ('avid', 'pop'), ('bacon', 'aficionado'), ('beer', 'expert'), ('certified', 'zombie'), ('coffee', 'geek'), ('culture', 'evangelist'), ('evangelist', 'certified'), ('expert', 'avid'), ('freelance', 'beer'), ('geek', 'freelance'), ('general', 'coffee'), ('organizer', 'bacon'), ('pop', 'culture'), ('zombie', 'maven')]"
4634,"['travel', 'enthusiast', 'amateur', 'problem', 'solver', 'passionate', 'zombie', 'buff', 'tv', 'ninja', 'hardcore', 'organizer']",4,8,4,5,8,7,7,"[('amateur', 'problem'), ('buff', 'tv'), ('enthusiast', 'amateur'), ('hardcore', 'organizer'), ('ninja', 'hardcore'), ('passionate', 'zombie'), ('problem', 'solver'), ('solver', 'passionate'), ('travel', 'enthusiast'), ('tv', 'ninja'), ('zombie', 'buff')]"
4635,"['total', 'internet', 'buff', 'troublemaker', 'coffee', 'scholar', 'thinker', 'avid', 'alcohol', 'fanatic', 'student']",4,8,5,3,8,5,1,"[('alcohol', 'fanatic'), ('avid', 'alcohol'), ('buff', 'troublemaker'), ('coffee', 'scholar'), ('fanatic', 'student'), ('internet', 'buff'), ('scholar', 'thinker'), ('thinker', 'avid'), ('total', 'internet'), ('troublemaker', 'coffee')]"
4636,"['music', 'fanatic', 'unapologetic', 'thinker', 'infuriatingly', 'humble', 'introvert', 'analyst', 'passionate', 'reader']",5,3,3,8,7,1,7,"[('analyst', 'passionate'), ('fanatic', 'unapologetic'), ('humble', 'introvert'), ('infuriatingly', 'humble'), ('introvert', 'analyst'), ('music', 'fanatic'), ('passionate', 'reader'), ('thinker', 'infuriatingly'), ('unapologetic', 'thinker')]"
4637,"['coffee', 'trailblazer', 'tv', 'expert', 'typical', 'organizer', 'hipster-friendly', 'alcohol', 'ninja']",4,2,0,3,3,4,6,"[('alcohol', 'ninja'), ('coffee', 'trailblazer'), ('expert', 'typical'), ('hipster-friendly', 'alcohol'), ('organizer', 'hipster-friendly'), ('trailblazer', 'tv'), ('tv', 'expert'), ('typical', 'organizer')]"
4638,"['typical', 'bacon', 'ninja', 'twitter', 'maven', 'unapologetic', 'zombie', 'advocate', 'coffee', 'junkie', 'web', 'aficionado', 'beer', 'fanatic', 'devoted', 'analyst']",4,9,5,6,3,6,4,"[('advocate', 'coffee'), ('aficionado', 'beer'), ('bacon', 'ninja'), ('beer', 'fanatic'), ('coffee', 'junkie'), ('devoted', 'analyst'), ('fanatic', 'devoted'), ('junkie', 'web'), ('maven', 'unapologetic'), ('ninja', 'twitter'), ('twitter', 'maven'), ('typical', 'bacon'), ('unapologetic', 'zombie'), ('web', 'aficionado'), ('zombie', 'advocate')]"
4639,"['friendly', 'analyst', 'explorer', 'extreme', 'troublemaker', 'writer', 'evil', 'creator', 'proud', 'bacon', 'lover']",7,6,4,6,3,6,3,"[('analyst', 'explorer'), ('bacon', 'lover'), ('creator', 'proud'), ('evil', 'creator'), ('explorer', 'extreme'), ('extreme', 'troublemaker'), ('friendly', 'analyst'), ('proud', 'bacon'), ('troublemaker', 'writer'), ('writer', 'evil')]"
4640,"['devoted', 'beer', 'junkie', 'coffee', 'ninja', 'organizer', 'professional', 'communicator', 'subtly', 'charming', 'music', 'lover', 'friendly', 'internet', 'expert', 'creator']",1,9,2,1,7,6,0,"[('beer', 'junkie'), ('charming', 'music'), ('coffee', 'ninja'), ('communicator', 'subtly'), ('devoted', 'beer'), ('expert', 'creator'), ('friendly', 'internet'), ('internet', 'expert'), ('junkie', 'coffee'), ('lover', 'friendly'), ('music', 'lover'), ('ninja', 'organizer'), ('organizer', 'professional'), ('professional', 'communicator'), ('subtly', 'charming')]"
4641,"['freelance', 'communicator', 'professional', 'food', 'geek', 'certified', 'zombie', 'enthusiast', 'general', 'beeraholic', 'bacon', 'practitioner']",0,7,4,6,4,9,5,"[('bacon', 'practitioner'), ('beeraholic', 'bacon'), ('certified', 'zombie'), ('communicator', 'professional'), ('enthusiast', 'general'), ('food', 'geek'), ('freelance', 'communicator'), ('geek', 'certified'), ('general', 'beeraholic'), ('professional', 'food'), ('zombie', 'enthusiast')]"
4642,"['award-winning', 'zombie', 'geek', 'travel', 'nerd', 'writer', 'typical', 'baconaholic', 'web', 'buff', 'extreme', 'twitter', 'ninja']",9,7,9,8,8,2,8,"[('award-winning', 'zombie'), ('baconaholic', 'web'), ('buff', 'extreme'), ('extreme', 'twitter'), ('geek', 'travel'), ('nerd', 'writer'), ('travel', 'nerd'), ('twitter', 'ninja'), ('typical', 'baconaholic'), ('web', 'buff'), ('writer', 'typical'), ('zombie', 'geek')]"
4643,"['zombie', 'lover', 'internet', 'scholar', 'wannabe', 'communicator', 'prone', 'fit', 'apathy']",9,0,6,8,9,4,0,"[('communicator', 'prone'), ('fit', 'apathy'), ('internet', 'scholar'), ('lover', 'internet'), ('prone', 'fit'), ('scholar', 'wannabe'), ('wannabe', 'communicator'), ('zombie', 'lover')]"
4644,"['lifelong', 'food', 'geek', 'freelance', 'beer', 'practitioner', 'problem', 'solver', 'explorer', 'music', 'expert', 'avid', 'twitter', 'aficionado']",7,5,3,5,2,5,4,"[('avid', 'twitter'), ('beer', 'practitioner'), ('expert', 'avid'), ('explorer', 'music'), ('food', 'geek'), ('freelance', 'beer'), ('geek', 'freelance'), ('lifelong', 'food'), ('music', 'expert'), ('practitioner', 'problem'), ('problem', 'solver'), ('solver', 'explorer'), ('twitter', 'aficionado')]"
4645,"['freelance', 'coffee', 'advocate', 'extreme', 'travel', 'evangelist', 'friendly', 'food', 'enthusiast', 'professional', 'pop', 'culture', 'guru']",2,4,0,0,4,9,6,"[('advocate', 'extreme'), ('coffee', 'advocate'), ('culture', 'guru'), ('enthusiast', 'professional'), ('evangelist', 'friendly'), ('extreme', 'travel'), ('food', 'enthusiast'), ('freelance', 'coffee'), ('friendly', 'food'), ('pop', 'culture'), ('professional', 'pop'), ('travel', 'evangelist')]"
4646,"['avid', 'troublemaker', 'music', 'enthusiast', 'certified', 'twitter', 'scholar', 'hardcore', 'introvert', 'thinker', 'fall', 'lot', 'evil', 'coffee', 'buff']",2,8,6,9,1,5,4,"[('avid', 'troublemaker'), ('certified', 'twitter'), ('coffee', 'buff'), ('enthusiast', 'certified'), ('evil', 'coffee'), ('fall', 'lot'), ('hardcore', 'introvert'), ('introvert', 'thinker'), ('lot', 'evil'), ('music', 'enthusiast'), ('scholar', 'hardcore'), ('thinker', 'fall'), ('troublemaker', 'music'), ('twitter', 'scholar')]"
4647,"['social', 'medium', 'fanatic', 'communicator', 'alcohol', 'trailblazer', 'bacon', 'nerd', 'evil', 'webaholic', 'beer', 'scholar', 'freelance', 'student', 'typical', 'entrepreneur']",5,7,4,8,2,6,4,"[('alcohol', 'trailblazer'), ('bacon', 'nerd'), ('beer', 'scholar'), ('communicator', 'alcohol'), ('evil', 'webaholic'), ('fanatic', 'communicator'), ('freelance', 'student'), ('medium', 'fanatic'), ('nerd', 'evil'), ('scholar', 'freelance'), ('social', 'medium'), ('student', 'typical'), ('trailblazer', 'bacon'), ('typical', 'entrepreneur'), ('webaholic', 'beer')]"
4648,"['writer', 'infuriatingly', 'humble', 'travel', 'practitioner', 'total', 'twitter', 'geek', 'subtly', 'charming', 'communicator']",5,8,6,8,7,6,9,"[('charming', 'communicator'), ('geek', 'subtly'), ('humble', 'travel'), ('infuriatingly', 'humble'), ('practitioner', 'total'), ('subtly', 'charming'), ('total', 'twitter'), ('travel', 'practitioner'), ('twitter', 'geek'), ('writer', 'infuriatingly')]"
4649,"['friend', 'animal', 'everywhere', 'student', 'beer', 'buff', 'total', 'music', 'evangelist', 'twitter', 'fanatic', 'lifelong', 'travel', 'scholar']",3,0,6,3,2,6,8,"[('animal', 'everywhere'), ('beer', 'buff'), ('buff', 'total'), ('evangelist', 'twitter'), ('everywhere', 'student'), ('fanatic', 'lifelong'), ('friend', 'animal'), ('lifelong', 'travel'), ('music', 'evangelist'), ('student', 'beer'), ('total', 'music'), ('travel', 'scholar'), ('twitter', 'fanatic')]"
4650,"['zombie', 'expert', 'tv', 'specialist', 'coffee', 'ninja', 'entrepreneur', 'introvert', 'certified', 'bacon', 'junkie', 'lifelong', 'twitter', 'scholar']",0,7,0,4,9,3,4,"[('bacon', 'junkie'), ('certified', 'bacon'), ('coffee', 'ninja'), ('entrepreneur', 'introvert'), ('expert', 'tv'), ('introvert', 'certified'), ('junkie', 'lifelong'), ('lifelong', 'twitter'), ('ninja', 'entrepreneur'), ('specialist', 'coffee'), ('tv', 'specialist'), ('twitter', 'scholar'), ('zombie', 'expert')]"
4651,"['lifelong', 'food', 'geek', 'certified', 'reader', 'zombie', 'fanatic', 'internet', 'practitioner', 'alcohol', 'trailblazer', 'travel', 'guru']",5,5,2,6,7,1,2,"[('alcohol', 'trailblazer'), ('certified', 'reader'), ('fanatic', 'internet'), ('food', 'geek'), ('geek', 'certified'), ('internet', 'practitioner'), ('lifelong', 'food'), ('practitioner', 'alcohol'), ('reader', 'zombie'), ('trailblazer', 'travel'), ('travel', 'guru'), ('zombie', 'fanatic')]"
4652,"['subtly', 'charming', 'zombie', 'nerd', 'tv', 'practitioner', 'food', 'maven', 'proud', 'gamer']",5,6,5,9,6,2,7,"[('charming', 'zombie'), ('food', 'maven'), ('maven', 'proud'), ('nerd', 'tv'), ('practitioner', 'food'), ('proud', 'gamer'), ('subtly', 'charming'), ('tv', 'practitioner'), ('zombie', 'nerd')]"
4653,"['unapologetic', 'problem', 'solver', 'lifelong', 'zombie', 'junkie', 'devoted', 'music', 'fanatic', 'communicator']",6,4,3,6,7,0,5,"[('devoted', 'music'), ('fanatic', 'communicator'), ('junkie', 'devoted'), ('lifelong', 'zombie'), ('music', 'fanatic'), ('problem', 'solver'), ('solver', 'lifelong'), ('unapologetic', 'problem'), ('zombie', 'junkie')]"
4654,"['bacon', 'scholar', 'freelance', 'social', 'medium', 'practitioner', 'professional', 'explorer', 'internet', 'advocate']",4,7,1,1,9,8,8,"[('bacon', 'scholar'), ('explorer', 'internet'), ('freelance', 'social'), ('internet', 'advocate'), ('medium', 'practitioner'), ('practitioner', 'professional'), ('professional', 'explorer'), ('scholar', 'freelance'), ('social', 'medium')]"
4655,"['social', 'medium', 'ninja', 'incurable', 'beer', 'fanatic', 'web', 'enthusiast', 'freelance', 'bacon', 'specialist', 'tv', 'junkie']",7,4,8,0,7,5,4,"[('bacon', 'specialist'), ('beer', 'fanatic'), ('enthusiast', 'freelance'), ('fanatic', 'web'), ('freelance', 'bacon'), ('incurable', 'beer'), ('medium', 'ninja'), ('ninja', 'incurable'), ('social', 'medium'), ('specialist', 'tv'), ('tv', 'junkie'), ('web', 'enthusiast')]"
4656,"['tv', 'fan', 'lifelong', 'pop', 'culture', 'guru', 'friendly', 'internet', 'fanatic', 'professional', 'social', 'medium', 'maven', 'web', 'ninja', 'bacon', 'expert']",8,1,4,4,3,1,7,"[('bacon', 'expert'), ('culture', 'guru'), ('fan', 'lifelong'), ('fanatic', 'professional'), ('friendly', 'internet'), ('guru', 'friendly'), ('internet', 'fanatic'), ('lifelong', 'pop'), ('maven', 'web'), ('medium', 'maven'), ('ninja', 'bacon'), ('pop', 'culture'), ('professional', 'social'), ('social', 'medium'), ('tv', 'fan'), ('web', 'ninja')]"
4657,"['professional', 'creator', 'twitter', 'maven', 'proud', 'music', 'expert', 'beer', 'trailblazer', 'wannabe', 'webaholic', 'bacon', 'lover', 'internet', 'aficionado', 'analyst']",8,8,4,6,5,5,5,"[('aficionado', 'analyst'), ('bacon', 'lover'), ('beer', 'trailblazer'), ('creator', 'twitter'), ('expert', 'beer'), ('internet', 'aficionado'), ('lover', 'internet'), ('maven', 'proud'), ('music', 'expert'), ('professional', 'creator'), ('proud', 'music'), ('trailblazer', 'wannabe'), ('twitter', 'maven'), ('wannabe', 'webaholic'), ('webaholic', 'bacon')]"
4658,"['general', 'music', 'junkie', 'food', 'practitioner', 'travel', 'nerd', 'proud', 'student', 'pop', 'culture', 'lover', 'wannabe', 'beeraholic']",0,1,8,4,4,8,0,"[('culture', 'lover'), ('food', 'practitioner'), ('general', 'music'), ('junkie', 'food'), ('lover', 'wannabe'), ('music', 'junkie'), ('nerd', 'proud'), ('pop', 'culture'), ('practitioner', 'travel'), ('proud', 'student'), ('student', 'pop'), ('travel', 'nerd'), ('wannabe', 'beeraholic')]"
4659,"['avid', 'creator', 'friendly', 'pop', 'culture', 'scholar', 'evil', 'tv', 'junkie', 'beer', 'practitioner']",1,6,0,9,1,2,2,"[('avid', 'creator'), ('beer', 'practitioner'), ('creator', 'friendly'), ('culture', 'scholar'), ('evil', 'tv'), ('friendly', 'pop'), ('junkie', 'beer'), ('pop', 'culture'), ('scholar', 'evil'), ('tv', 'junkie')]"
4660,"['avid', 'travel', 'fan', 'total', 'social', 'medium', 'scholar', 'evil', 'pop', 'culture', 'nerd', 'amateur', 'internet', 'junkie', 'fall', 'lot']",8,8,0,9,5,0,9,"[('amateur', 'internet'), ('avid', 'travel'), ('culture', 'nerd'), ('evil', 'pop'), ('fall', 'lot'), ('fan', 'total'), ('internet', 'junkie'), ('junkie', 'fall'), ('medium', 'scholar'), ('nerd', 'amateur'), ('pop', 'culture'), ('scholar', 'evil'), ('social', 'medium'), ('total', 'social'), ('travel', 'fan')]"
4661,"['tv', 'fanatic', 'professional', 'analyst', 'passionate', 'bacon', 'trailblazer', 'infuriatingly', 'humble', 'musicaholic']",1,9,0,2,4,3,3,"[('analyst', 'passionate'), ('bacon', 'trailblazer'), ('fanatic', 'professional'), ('humble', 'musicaholic'), ('infuriatingly', 'humble'), ('passionate', 'bacon'), ('professional', 'analyst'), ('trailblazer', 'infuriatingly'), ('tv', 'fanatic')]"
4662,"['devoted', 'creator', 'communicator', 'thinker', 'gamer', 'unapologetic', 'writer', 'troublemaker', 'web', 'lover']",4,8,7,2,9,5,3,"[('communicator', 'thinker'), ('creator', 'communicator'), ('devoted', 'creator'), ('gamer', 'unapologetic'), ('thinker', 'gamer'), ('troublemaker', 'web'), ('unapologetic', 'writer'), ('web', 'lover'), ('writer', 'troublemaker')]"
4663,"['extreme', 'zombie', 'advocate', 'music', 'lover', 'amateur', 'food', 'nerd', 'coffee', 'guru', 'pop', 'culture', 'maven']",1,4,8,3,8,0,6,"[('advocate', 'music'), ('amateur', 'food'), ('coffee', 'guru'), ('culture', 'maven'), ('extreme', 'zombie'), ('food', 'nerd'), ('guru', 'pop'), ('lover', 'amateur'), ('music', 'lover'), ('nerd', 'coffee'), ('pop', 'culture'), ('zombie', 'advocate')]"
4664,"['zombie', 'fan', 'twitter', 'fanatic', 'amateur', 'alcohol', 'nerd', 'extreme', 'travel', 'junkie', 'professional', 'web', 'evangelist', 'internet', 'guru']",1,7,2,7,5,0,5,"[('alcohol', 'nerd'), ('amateur', 'alcohol'), ('evangelist', 'internet'), ('extreme', 'travel'), ('fan', 'twitter'), ('fanatic', 'amateur'), ('internet', 'guru'), ('junkie', 'professional'), ('nerd', 'extreme'), ('professional', 'web'), ('travel', 'junkie'), ('twitter', 'fanatic'), ('web', 'evangelist'), ('zombie', 'fan')]"
4665,"['social', 'medium', 'junkie', 'travel', 'scholar', 'organizer', 'amateur', 'beer', 'lover', 'professional', 'food', 'maven', 'entrepreneur', 'coffee', 'practitioner', 'thinker']",9,3,8,5,2,9,7,"[('amateur', 'beer'), ('beer', 'lover'), ('coffee', 'practitioner'), ('entrepreneur', 'coffee'), ('food', 'maven'), ('junkie', 'travel'), ('lover', 'professional'), ('maven', 'entrepreneur'), ('medium', 'junkie'), ('organizer', 'amateur'), ('practitioner', 'thinker'), ('professional', 'food'), ('scholar', 'organizer'), ('social', 'medium'), ('travel', 'scholar')]"
4666,"['hardcore', 'tvaholic', 'unapologetic', 'organizer', 'future', 'teen', 'idol', 'hipster-friendly', 'zombie', 'junkie']",1,2,4,2,7,9,7,"[('future', 'teen'), ('hardcore', 'tvaholic'), ('hipster-friendly', 'zombie'), ('idol', 'hipster-friendly'), ('organizer', 'future'), ('teen', 'idol'), ('tvaholic', 'unapologetic'), ('unapologetic', 'organizer'), ('zombie', 'junkie')]"
4667,"['tv', 'enthusiast', 'zombie', 'advocate', 'amateur', 'troublemaker', 'avid', 'analyst', 'social', 'medium', 'aficionado', 'passionate', 'student', 'explorer', 'coffee', 'ninja', 'pop', 'culture', 'guru']",0,4,2,3,5,2,5,"[('advocate', 'amateur'), ('aficionado', 'passionate'), ('amateur', 'troublemaker'), ('analyst', 'social'), ('avid', 'analyst'), ('coffee', 'ninja'), ('culture', 'guru'), ('enthusiast', 'zombie'), ('explorer', 'coffee'), ('medium', 'aficionado'), ('ninja', 'pop'), ('passionate', 'student'), ('pop', 'culture'), ('social', 'medium'), ('student', 'explorer'), ('troublemaker', 'avid'), ('tv', 'enthusiast'), ('zombie', 'advocate')]"
4668,"['food', 'maven', 'friendly', 'analyst', 'tv', 'specialist', 'reader', 'evil', 'pop', 'culture', 'fanatic', 'freelance', 'social', 'medium', 'evangelist']",9,2,7,1,6,7,0,"[('analyst', 'tv'), ('culture', 'fanatic'), ('evil', 'pop'), ('fanatic', 'freelance'), ('food', 'maven'), ('freelance', 'social'), ('friendly', 'analyst'), ('maven', 'friendly'), ('medium', 'evangelist'), ('pop', 'culture'), ('reader', 'evil'), ('social', 'medium'), ('specialist', 'reader'), ('tv', 'specialist')]"
4669,"['tv', 'expert', 'proud', 'problem', 'solver', 'infuriatingly', 'humble', 'troublemaker', 'subtly', 'charming', 'music', 'aficionado', 'introvert']",6,0,9,7,5,6,9,"[('aficionado', 'introvert'), ('charming', 'music'), ('expert', 'proud'), ('humble', 'troublemaker'), ('infuriatingly', 'humble'), ('music', 'aficionado'), ('problem', 'solver'), ('proud', 'problem'), ('solver', 'infuriatingly'), ('subtly', 'charming'), ('troublemaker', 'subtly'), ('tv', 'expert')]"
4670,"['infuriatingly', 'humble', 'web', 'geek', 'hipster-friendly', 'internet', 'junkie', 'travel', 'advocate', 'communicator']",1,2,9,8,9,8,8,"[('advocate', 'communicator'), ('geek', 'hipster-friendly'), ('hipster-friendly', 'internet'), ('humble', 'web'), ('infuriatingly', 'humble'), ('internet', 'junkie'), ('junkie', 'travel'), ('travel', 'advocate'), ('web', 'geek')]"
